iter	Logloss
285	0.4218238558
286	0.4216969626
287	0.4215931484
288	0.4215187073
289	0.4215033122
290	0.4212559564
291	0.4210982731
292	0.4210522243
293	0.4209164483
294	0.4208263397
295	0.4208100183
296	0.4207132339
297	0.4206418174
298	0.4205452783
299	0.4204369409
300	0.4203438895
301	0.4201624734
302	0.4201020105
303	0.420086234
304	0.4199971335
305	0.4199162347
306	0.4197367804
307	0.4196527209
308	0.4195575714
309	0.4195261002
310	0.4194195339
311	0.4193667276
312	0.4193119594
313	0.4192612239
314	0.4192112786
315	0.4191799981
316	0.4191608701
317	0.4191314152
318	0.4189917428
319	0.4189222608
320	0.4188195365
321	0.4187429701
322	0.4185671398
323	0.4185109275
324	0.4184899466
325	0.4184175219
326	0.4183058602
327	0.4181922913
328	0.4180942535
329	0.4180073329
330	0.4179963248
331	0.4179275513
332	0.4178810392
333	0.4178342002
334	0.417663438
335	0.4176244463
336	0.4175687517
337	0.4174579075
338	0.4173779079
339	0.4172994069
340	0.4171982629
341	0.4171197891
342	0.4170119149
343	0.4169398172
344	0.4168782915
345	0.4167342595
346	0.4167183467
347	0.4166926793
348	0.4166500092
349	0.416635922
350	0.4164911815
351	0.4164326259
352	0.416333689
353	0.416255515
354	0.4161775317
355	0.4161349978
356	0.4161183493
357	0.416084344
358	0.4160341535
359	0.4159402847
360	0.4158557074
361	0.4156938825
362	0.4156855992
363	0.415609714
364	0.4155568804
365	0.415511867
366	0.4154302325
367	0.4153869629
368	0.4153609957
369	0.4153339386
370	0.4152523041
371	0.415237563
372	0.4151424953
373	0.4150258201
374	0.4149290357
375	0.4148900713
376	0.414840235
377	0.4147354671
378	0.4145756858
379	0.4145687921
380	0.4144919259
381	0.4144441877
382	0.4144028255
383	0.4143387931
384	0.4142754963
385	0.4141074589
386	0.4140481131
387	0.4139364243
388	0.4138281686
389	0.4138013022
390	0.4137753623
391	0.4137454442
392	0.4136279515
393	0.4134746007
394	0.41341362
395	0.4133668627
396	0.413296536
397	0.4132829939
398	0.4131696701
399	0.4131210872
400	0.413025856
401	0.4129764012
402	0.4129013606
403	0.4128683908
404	0.41285929
405	0.4128546034
406	0.4128472464
407	0.4128262384
408	0.4127907889
409	0.4127229963
410	0.4126685551
411	0.4126487187
412	0.4125462941
413	0.4125448499
414	0.4124795369
415	0.4124452591
416	0.4124263491
417	0.412418202
418	0.4123540061
419	0.4122269767
420	0.4121601922
421	0.4121518816
422	0.4121370043
423	0.4121323722
424	0.4121179308
425	0.4120100839
426	0.4120048523
427	0.4119578498
428	0.4118825095
429	0.411857278
430	0.4117661885
431	0.4116869518
432	0.4116167886
433	0.4115764073
434	0.4115379878
435	0.4113967078
436	0.4113124847
437	0.4112501962
438	0.4111354828
439	0.4110554831
440	0.4110515594
441	0.411015783
442	0.4109769004
443	0.4109072821
444	0.4108460018
445	0.4108052935
446	0.4107947486
447	0.4107857568
448	0.4106602805
449	0.4105769021
450	0.410533905
451	0.4104950496
452	0.410448592
453	0.4103561401
454	0.4103131975
455	0.41028565
456	0.4102751051
457	0.410162626
458	0.4100983483
459	0.4100482941
460	0.4100069863
461	0.409989684
462	0.4099194118
463	0.4098437446
464	0.4098213741
465	0.4097964968
466	0.4097392763
467	0.4097044264
468	0.4097009386
469	0.4096605301
470	0.4096348626
471	0.4096072606
472	0.4095753533
473	0.4095485687
474	0.4094785963
475	0.4094235556
476	0.4094014849
477	0.4093841008
478	0.409365981
479	0.4093544551
480	0.4093083518
481	0.409261431
482	0.4092333112
483	0.4091368267
484	0.4091205597
485	0.4090965816
486	0.4090691975
487	0.4090325492
488	0.4090196337
489	0.4090082986
490	0.4089893069
491	0.4089608601
492	0.4089469637
493	0.4089302063
494	0.4088933127
495	0.4088698523
496	0.4088434492
497	0.4088093076
498	0.4087803432
499	0.4087635585
500	0.4087376731
501	0.4087002345
502	0.408678409
503	0.4086196354
504	0.4085850852
505	0.4085627965
506	0.4085032872
507	0.4084717342
508	0.4084305355
509	0.4083497184
510	0.4082985197
511	0.4082498823
512	0.4082080569
513	0.4082074847
514	0.4081299918
515	0.4081292834
516	0.4081031254
517	0.408058657
518	0.4080252784
519	0.4080179487
520	0.4079865047
521	0.4079610007
522	0.407938821
523	0.4079213824
524	0.4078275136
525	0.4078108106
526	0.4077545166
527	0.4077455793
528	0.407667487
529	0.4076523372
530	0.4076090404
531	0.4075447083
532	0.4074543544
533	0.407425063
534	0.4073831831
535	0.4073744093
536	0.4073529652
537	0.4073030199
538	0.4072876522
539	0.4072417395
540	0.4072331292
541	0.407167244
542	0.4071085249
543	0.407043784
544	0.4070223672
545	0.4069764274
546	0.406898989
547	0.4068239485
548	0.4067831312
549	0.4067401614
550	0.4066833496
551	0.4066270556
552	0.4065901893
553	0.4065850939
554	0.4065179552
555	0.4065047673
556	0.4064941679
557	0.4064622879
558	0.4064595904
559	0.406413269
560	0.4063989094
561	0.4063929694
562	0.4063272204
563	0.4063111441
564	0.4062766484
565	0.4062713078
566	0.406253297
567	0.4062352589
568	0.4062039239
569	0.4061844145
570	0.4061485018
571	0.4060197013
572	0.4059689113
573	0.405960628
574	0.405941173
575	0.40591665
576	0.4058962141
577	0.405865642
578	0.4058079583
579	0.4057819366
580	0.4057716915
581	0.4057499749
582	0.4057246072
583	0.4056859698
584	0.4056332452
585	0.4056146077
586	0.4055866786
587	0.405556379
588	0.4055442538
589	0.405506897
590	0.4054388864
591	0.4054039001
592	0.4053485325
593	0.4053138733
594	0.4052751814
595	0.4052733013
596	0.4052386693
597	0.4052324568
598	0.4051702227
599	0.4051312038
600	0.4051071167
601	0.4051021576
602	0.4050746373
603	0.4050628662
604	0.4050418309
605	0.4049564089
606	0.4049423218
607	0.4049311502
608	0.4048963819
609	0.404886491
610	0.4048203605
611	0.4047657013
612	0.4047605242
613	0.4047327314
614	0.4047191347
615	0.4047043937
616	0.4046679361
617	0.4046494075
618	0.4046368463
619	0.4046036039
620	0.4045914241
621	0.4045655387
622	0.4045260566
623	0.4044900622
624	0.4044799805
625	0.4044369834
626	0.4044378008
627	0.4044332504
628	0.4044156756
629	0.4044117246
630	0.4043290819
631	0.4042951856
632	0.4042864936
633	0.4042833601
634	0.4042708533
635	0.4042341777
636	0.4042204721
637	0.4042197091
638	0.4041927065
639	0.4041412081
640	0.4041099276
641	0.4040961674
642	0.4040920803
643	0.4040836334
644	0.4040695463
645	0.4040526526
646	0.4039794922
647	0.4039523261
648	0.4039295197
649	0.403856005
650	0.4038282122
651	0.4038257054
652	0.4037854876
653	0.4037181854
654	0.4036684854
655	0.4036052976
656	0.4035733904
657	0.403572573
658	0.4035595485
659	0.4035540172
660	0.4035423279
661	0.4035315922
662	0.4035297394
663	0.4035028458
664	0.4034194946
665	0.4034104483
666	0.4033926555
667	0.4033663886
668	0.4033373969
669	0.4033135005
670	0.4032990047
671	0.4032941273
672	0.4032927922
673	0.403269795
674	0.4032581602
675	0.4032341821
676	0.4032209669
677	0.4032041822
678	0.4031991141
679	0.4031794139
680	0.40317173
681	0.4031469073
682	0.4030872072
683	0.4030564989
684	0.403036608
685	0.4030135563
686	0.4029999869
687	0.4029511043
688	0.4029174805
689	0.4028704507
690	0.4028220313
691	0.4027984347
692	0.402785274
693	0.402765492
694	0.4027486256
695	0.402728544
696	0.4027228219
697	0.4027081626
698	0.4026481628
699	0.4025982448
700	0.4025771005
701	0.4025587082
702	0.4025463104
703	0.4024691445
704	0.4024101802
705	0.4023921967
706	0.4023730687
707	0.4022817612
708	0.4022726876
709	0.4022523335
710	0.4022168296
711	0.4021952493
712	0.4021917616
713	0.4021663121
714	0.4021290915
715	0.4021214621
716	0.4021221706
717	0.4020513807
718	0.4020427704
719	0.4020078932
720	0.4020078114
721	0.4019936153
722	0.4019696917
723	0.4019674029
724	0.4019496373
725	0.4019399915
726	0.4019003459
727	0.4018890381
728	0.4018524442
729	0.4018427985
730	0.4018271038
731	0.4017959867
732	0.4017921448
733	0.4017621994
734	0.401732472
735	0.4017290115
736	0.4017269135
737	0.4017124176
738	0.4016732897
739	0.4016266142
740	0.4015989576
741	0.4015979767
742	0.4015516826
743	0.4015495573
744	0.4015424456
745	0.4014893123
746	0.4014765331
747	0.4014638083
748	0.4014519283
749	0.4014117377
750	0.4014004026
751	0.4013281413
752	0.4013088226
753	0.4012622561
754	0.4012120656
755	0.4011875153
756	0.4011532102
757	0.40113351
758	0.4011286872
759	0.4010806765
760	0.401045772
761	0.4009903499
762	0.4009905406
763	0.4009819031
764	0.4009520939
765	0.4009250641
766	0.4009079252
767	0.4008889879
768	0.4008687973
769	0.4008636747
770	0.4008583614
771	0.4008337838
772	0.4008146014
773	0.4007706778
774	0.4007419859
775	0.4007106236
776	0.4006998062
777	0.4006991795
778	0.4006768363
779	0.4006365912
780	0.4006055559
781	0.4005970001
782	0.4005783898
783	0.4005329405
784	0.4005264827
785	0.4004981177
786	0.4004963466
787	0.4004513059
788	0.4004387719
789	0.400425584
790	0.40041008
791	0.4004023416
792	0.4003772191
793	0.4003690447
794	0.4003314972
795	0.4003284999
796	0.40032741
797	0.4003210068
798	0.4003192902
799	0.4003123147
800	0.4002504621
801	0.4002471379
802	0.4002274649
803	0.400227029
804	0.4002130236
805	0.4001620429
806	0.4001428059
807	0.4001117434
808	0.4000955582
809	0.4000864029
810	0.4000833784
811	0.4000446592
812	0.4000305448
813	0.4000264304
814	0.3999785287
815	0.3999771118
816	0.3999664852
817	0.3999524798
818	0.3999365125
819	0.3999248232
820	0.3999167579
821	0.3998818806
822	0.3998770033
823	0.3998217719
824	0.3997989927
825	0.3997822898
826	0.3997368949
827	0.3997056689
828	0.3997009277
829	0.3996945517
830	0.3996776581
831	0.3996618543
832	0.3996405193
833	0.3996230262
834	0.3996058328
835	0.3995695932
836	0.3995527812
837	0.3995171683
838	0.399514607
839	0.3995016371
840	0.3994911466
841	0.3994817189
842	0.3994588034
843	0.3994381768
844	0.3994188309
845	0.399398722
846	0.3993425097
847	0.3993376323
848	0.3993169512
849	0.3993085044
850	0.3992518289
851	0.3992466245
852	0.399241175
853	0.3992305483
854	0.3991900308
855	0.3991706576
856	0.3991404397
857	0.3991094862
858	0.3990907397
859	0.3990774155
860	0.3990654809
861	0.3990573883
862	0.3990391868
863	0.3990163803
864	0.3990173885
865	0.3989770617
866	0.3989772252
867	0.3989524841
868	0.3989248821
869	0.398916081
870	0.3989013672
871	0.3988996506
872	0.3988826752
873	0.3988776616
874	0.3988075256
875	0.3987762451
876	0.3987536294
877	0.3987152917
878	0.3986929485
879	0.3986543655
880	0.3986082894
881	0.3986007145
882	0.3985805511
883	0.3985746384
884	0.3985681806
885	0.3985584804
886	0.3985085079
887	0.3985071182
888	0.3984957286
889	0.3984832219
890	0.3984764644
891	0.3984646933
892	0.3984236036
893	0.3984061105
894	0.3983657019
895	0.3983506339
896	0.3983430862
897	0.3983290809
898	0.3983149392
899	0.398295893
900	0.3982816969
901	0.3982783999
902	0.3982715062
903	0.3982564654
904	0.3982297625
905	0.3982142585
906	0.3982013157
907	0.3981747219
908	0.3981426239
909	0.398129109
910	0.3980940683
911	0.3980821609
912	0.3980706079
913	0.3980544771
914	0.3980280195
915	0.3980107989
916	0.3980083193
917	0.3979882649
918	0.3979787282
919	0.3979398455
920	0.3978980473
921	0.3978819711
922	0.397854587
923	0.3978513445
924	0.3978083474
925	0.3977999278
926	0.3977595193
927	0.3977455684
928	0.3977388654
929	0.3977336884
930	0.3977198465
931	0.397656359
932	0.3976296834
933	0.3976245335
934	0.3975987026
935	0.3975869043
936	0.3975765501
937	0.3975608826
938	0.3975444249
939	0.3975321633
940	0.3975297655
941	0.3975051335
942	0.3974872589
943	0.3974373954
944	0.397435597
945	0.3974215916
946	0.3974107742
947	0.3973947798
948	0.3973923002
949	0.3973841803
950	0.3973688398
951	0.3973486492
952	0.3973205566
953	0.3973073142
954	0.3972918647
955	0.397287505
956	0.397262873
957	0.3972585951
958	0.3972147533
959	0.3971967152
960	0.3971655709
961	0.3971544538
962	0.3971428462
963	0.3970995222
964	0.397073664
965	0.3970625741
966	0.397026607
967	0.3970111847
968	0.3970032828
969	0.3969928196
970	0.3969775609
971	0.3969472613
972	0.3969322477
973	0.396926008
974	0.3969162805
975	0.3969072614
976	0.3968913487
977	0.3968851907
978	0.3968822752
979	0.3968727112
980	0.3968558993
981	0.396846526
982	0.396844101
983	0.3968345642
984	0.3968053545
985	0.3967891148
986	0.3967785699
987	0.39676748
988	0.3967279162
989	0.3966812951
990	0.3966711317
991	0.3966358185
992	0.3966266087
993	0.3965965271
994	0.3965834481
995	0.3965767997
996	0.3965629033
997	0.3965323039
998	0.3964927128
999	0.3964791434
95687621
87433
